"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
950,239,"UGA","Uganda",57,"Wakiso",159,"Busiiro",950,"Wakiso Tc",NA,"","Sub-county","Sub-county","",""
951,239,"UGA","Uganda",57,"Wakiso",159,"Busiiro",951,"Wakiso",NA,"","Sub-county","Sub-county","",""
952,239,"UGA","Uganda",57,"Wakiso",160,"Entebbe",952,"Division A",NA,"","Sub-county","Sub-county","",""
953,239,"UGA","Uganda",57,"Wakiso",160,"Entebbe",953,"Division B",NA,"","Sub-county","Sub-county","",""
954,239,"UGA","Uganda",57,"Wakiso",161,"Jinja",954,"Busukuma",NA,"","Sub-county","Sub-county","",""
955,239,"UGA","Uganda",57,"Wakiso",161,"Jinja",955,"Gombe",NA,"","Sub-county","Sub-county","",""
956,239,"UGA","Uganda",57,"Wakiso",161,"Jinja",956,"Kira",NA,"","Sub-county","Sub-county","",""
957,239,"UGA","Uganda",57,"Wakiso",161,"Jinja",957,"Nabweru",NA,"","Sub-county","Sub-county","",""
958,239,"UGA","Uganda",57,"Wakiso",161,"Jinja",958,"Nangabo",NA,"","Sub-county","Sub-county","",""
959,239,"UGA","Uganda",57,"Wakiso",161,"Jinja",959,"Ssabagabo-Makindye",NA,"","Sub-county","Sub-county","",""
960,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",960,"Apo",NA,"","Sub-county","Sub-county","",""
961,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",961,"Drajani",NA,"","Sub-county","Sub-county","",""
962,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",962,"Kei",NA,"","Sub-county","Sub-county","",""
963,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",963,"Kuru",NA,"","Sub-county","Sub-county","",""
964,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",964,"Midigo",NA,"","Sub-county","Sub-county","",""
965,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",965,"Odravu",NA,"","Sub-county","Sub-county","",""
966,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",966,"Romogi",NA,"","Sub-county","Sub-county","",""
967,239,"UGA","Uganda",58,"Yumbe",162,"Aringa",967,"Yumbe Tc",NA,"","Sub-county","Sub-county","",""
